post_id,tweet_text,tweet_date,primary_entity,match_tier,rel_reason,stance,stance_evidence,competitor_tickers,sector_etf,missing_bars,raw_1D,abn_1D,verdict_1D,raw_2D,abn_2D,verdict_2D,raw_3D,abn_3D,verdict_3D,raw_5D,abn_5D,verdict_5D,raw_10D,abn_10D,verdict_10D,raw_1mo,abn_1mo,verdict_1mo
115103943282239129,"“The Color of Death,” by Trey Gowdy, is a fantastic new book. People love it!!! Get it NOW! President DJT",2025-08-28,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115106855887002067,"Governor Pritzker had 6 murders in Chicago this weekend. 20 people were shot. But he doesn’t want to ask me for help. Can this be possible? The people are desperate for me to STOP THE CRIME, something",2025-08-28,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115119936158265299,https://x.com/patriot6962/status/1903400696717701378?s=12.  THIS IS RATHER INCREDIBLE. WHO DID IT??? PRESIDENT DJT,2025-08-30,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115120036321239638,"Six people were killed, and 24 people were shot, in Chicago last weekend, and JB Pritzker, the weak and pathetic Governor of Illinois, just said that he doesn’t need help in preventing CRIME. He is CR",2025-08-30,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115120067667186412,"DC is virtually, in just 14 days, a CRIME FREE ZONE. The people living and working there are ecstatic!!! President DJT",2025-08-30,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115120863399877029,"Voter I.D. Must Be Part of Every Single Vote. NO EXCEPTIONS! I Will Be Doing An Executive Order To That End!!! Also, No Mail-In Voting, Except For Those That Are Very Ill, And The Far Away Military. U",2025-08-31,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115120881794624188,"Enjoy your Labor Day weekend. A big year ahead for the USA, maybe the BEST EVER, if the Tariffs are finally approved by the Courts!!! President DJT",2025-08-31,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115123673064341664,Just watched Hilary Fordwich on the Armstrong Williams Show. She was FANTASTIC -- Really gets “IT.” Thank you to Hilary and Armstrong for a great interview on AMERICA & STRENGTH!!! President DJT,2025-08-31,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115123713005977554,"Miranda Devine and Katie Pavlich were terrific on FoxNews yesterday. Smart, exciting, and really know their “stuff.” Two great professionals. Thank you!!! President DJT",2025-08-31,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115125318282199234,"https://truthsocial.com/@DC_Draino/115118089050516091. NEVER FELT BETTER IN MY LIFE. Also, DC IS A CRIME FREE ZONE! President DJT",2025-08-31,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115125330212310166,"DC IS NOW A CRIME FREE ZONE, IN JUST 12 DAYS!!!  President DJT",2025-08-31,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115126310071570564,Why does Fake News ABC’S This Week With George Slopadopolus have Low IQ “commentator” Donna Brazile on the show? Wasn’t she totally discredited when she gave Crooked Hillary Clinton the questions to a,2025-09-01,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115126421567567735,"This is a total Conflict of Interest. The Judge must RECUSE, IMMEDIATELY!!! President DJT",2025-09-01,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115126426327367030,"Same Judge as on Fed Case. I wonder how that happened??? Must recuse!!! President DJT
“Federal judge blocks Trump effort to expand fast-track deportations” https://www.politico.com/news/2025/08/29/tru",2025-09-01,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115126499944858986,"More than 15 Trillion Dollars will be invested in the USA, a RECORD. Much of this investment is because of Tariffs. If a Radical Left Court is allowed to terminate these Tariffs, almost all of this in",2025-09-01,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115128985245605660,It is very important that the Drug Companies justify the success of their various Covid Drugs. Many people think they are a miracle that saved Millions of lives. Others disagree! With CDC being ripped,2025-09-01,PFE,direct,direct: 'pfizer',no_clear_stance,,,XLV,0,0.0101,0.0052,no_claim,0.0024,0.0023,no_claim,-0.0077,-0.0116,no_claim,-0.0073,-0.0143,no_claim,-0.0307,-0.031,no_claim,0.0303,0.009,no_claim
115128985245605660,It is very important that the Drug Companies justify the success of their various Covid Drugs. Many people think they are a miracle that saved Millions of lives. Others disagree! With CDC being ripped,2025-09-01,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115144078281517668,"The Mayor and Governor should be begging me for help. Crime is out of control in Chicago, potentially one of the greatest cities in the World (Again!). I could fix it in one month! President DJT https",2025-09-04,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115151165397446776,"Jerry Nadler, one of the most disgusting Congressmen in USA History is, at long last, calling it “quits” - He’s finally leaving Congress! I’ve been beating this bum for 40 years, first as a New York C",2025-09-05,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115153232183118149,"Europe today “hit” another great American company, Google, with a $3.5 Billion Dollar fine, effectively taking money that would otherwise go to American Investments and Jobs. This is on top of the man",2025-09-05,AAPL,direct,direct: 'apple',no_clear_stance,,,XLK,0,-0.0059,-0.0082,no_claim,-0.0207,-0.0248,no_claim,-0.0523,-0.0746,no_claim,-0.0219,-0.047,no_claim,0.0259,-0.0296,no_claim,0.0727,-0.0171,no_claim
115168933967621443,"6 people were murdered in Chicago this weekend, 12 others were shot, and in serious condition. This would mean that over the past number of weeks, approximately 50 people were killed, and hundreds wer",2025-09-08,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115169843962994945,"Gianno Caldwell has written a powerful Book, “The Day My Brother Was Murdered: My Journey Through America's Violent Crime Crisis.” Gianno unfortunately understands the true Horror of the Crime Epidemi",2025-09-08,AMZN,direct,direct: 'amazon',no_clear_stance,,WMT TGT COST,XLY,0,0.008,0.0086,no_claim,-0.0255,-0.0129,no_claim,-0.0271,-0.0337,no_claim,-0.0209,-0.0414,no_claim,-0.0369,-0.0571,no_claim,-0.0617,-0.0628,no_claim
115171248213293804,Congratulations to Nick Bosa on an unbelievable play in the San Francisco 49ers’ Win over Seattle. He was born to be a STAR! President DJT,2025-09-08,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115177916289896131,"Thank you Lenny. Great to be a WINNER, and that is you, a WINNER and a CHAMPION!!! MAKE AMERICA GREAT AGAIN! President DJT https://www.newsmax.com/newsfront/croton-on-hudson-resident-veteran/2025/09/0",2025-09-10,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115180154793561569,"Just out: No Inflation!!! “Too Late” must lower the RATE, BIG, right now. Powell is a total disaster, who doesn’t have a clue!!! President DJT",2025-09-10,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115183827069786801,"Great interview by Congressman Mark Harris of North Carolina, on FoxNews. Thank you Mark!!! President DJT",2025-09-11,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115199460946450022,"The only reason crime is somewhat down in Memphis is because the FBI, and others in the Federal Government, at my direction, have been working there for 5 months - on the absolutely terrible Crime num",2025-09-13,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115206527064725917,"The Federal Government, under my auspices as President of the United States of America, has stepped into the complete criminal mess that was Washington, D.C., our Nation’s Capital. Because of this, D.",2025-09-15,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115206570863756188,"The Federal Government, under my auspices as President of the United States of America, has stepped into the complete criminal mess that was Washington, D.C., our Nation’s Capital. Because of this, D.",2025-09-15,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115207991871277413,"Governor Kathy Hochul of New York has Endorsed the “Liddle’ Communist,” Zohran Mamdani, running for Mayor of New York. This is a rather shocking development, and a very bad one for New York City. How ",2025-09-15,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115208260926006345,"The big Trade Meeting in Europe between The United States of America, and China, has gone VERY WELL! It will be concluding shortly. A deal was also reached on a “certain” company that young people in ",2025-09-15,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115208353139528932,"“Too Late” MUST CUT INTEREST RATES, NOW, AND BIGGER THAN HE HAD IN MIND. HOUSING WILL SOAR!!! President DJT",2025-09-15,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115209308362990527,"MY son Eric’s just out book, “UNDER SIEGE,” immediately went to NUMBER ONE on Amazon. Great going Eric, you deserve it!!! https://a.co/d/7oPyLF5",2025-09-15,AMZN,direct,direct: 'amazon',no_clear_stance,,WMT TGT COST,XLY,0,0.0048,0.0022,no_claim,-0.0057,-0.0057,no_claim,-0.0073,-0.0028,no_claim,-0.0228,-0.0188,no_claim,-0.0462,-0.0446,no_claim,-0.071,-0.0429,no_claim
115209549037822166,"Congressional Republicans, including Leader John Thune and Speaker Mike Johnson, are working on a short term “CLEAN” extension of Government Funding to stop Cryin’ Chuck Schumer from shutting down the",2025-09-15,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115215261916717696,"The Republicans are going to do a Midterm Convention in order to show the great things we have done since the Presidential Election of 2024. Time and place to be determined. Stay tuned, it will be qui",2025-09-16,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115215278610415981,"Just had a wonderful phone call with my friend, Prime Minister Narendra Modi. I wished him a very Happy Birthday! He is doing a tremendous job. Narendra: Thank you for your support on ending the War b",2025-09-16,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115215588649960500,"BREAKING NEWS! In a Big WIN for Justice and Law in Georgia, the Georgia Supreme Court just ruled that District Attorney Fani Willis and her “team” of Weaponized Prosecutors are DISQUALIFIED, once and ",2025-09-16,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115216434940272027,"I am getting amazing feedback on my Lawsuit against The New York Times. The predominant feeling and sentiment is, “IT’S ABOUT TIME!” The case was filed in the Great State of Florida! The Radical Left ",2025-09-16,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115222372625104790,"Great News for America: The ratings challenged Jimmy Kimmel Show is CANCELLED. Congratulations to ABC for finally having the courage to do what had to be done. Kimmel has ZERO talent, and worse rating",2025-09-18,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115232256964155055,"I am pleased to host President Recep Tayyip Erdoğan, of Turkey, at the White House on September 25th. We are working on many Trade and Military Deals with the President, including the large scale purc",2025-09-19,BA,direct,direct: 'boeing',no_clear_stance,,,ITA,0,-0.0143,-0.0204,no_claim,0.0054,-0.0099,no_claim,-0.0003,-0.0034,no_claim,0.0283,0.0153,no_claim,0.0053,-0.0268,no_claim,0.0077,-0.0246,no_claim
115232256964155055,"I am pleased to host President Recep Tayyip Erdoğan, of Turkey, at the White House on September 25th. We are working on many Trade and Military Deals with the President, including the large scale purc",2025-09-19,LMT,direct,direct: 'f-35',no_clear_stance,,,ITA,0,0.0142,0.0081,no_claim,0.0274,0.0121,no_claim,0.0266,0.0235,no_claim,0.0291,0.016,no_claim,0.0651,0.0331,no_claim,0.068,0.0357,no_claim
115234681538876098,"Today I withdrew the Nomination of Erik Siebert as U.S. Attorney for the Eastern District of Virginia, when I was informed that he received the UNUSUALLY STRONG support of the two absolutely terrible,",2025-09-20,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115238637490866159,"Nicole Parker, former FBI, was great today on FoxNews. Thank you Nicole!!!  President DJT",2025-09-20,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115238732896636210,"Just toured Washington, D.C., and it is a totally different place than it was last year. No tents, manicured grass and parks, cleans streets, no gangs or vicious criminals — THE PLACE IS BEAUTIFUL AND",2025-09-20,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115238745589536576,"If Afghanistan doesn’t give Bagram Airbase back to those that built it, the United States of America, BAD THINGS ARE GOING TO HAPPEN!!! President DJT",2025-09-20,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115238993505561388,"Pam: I have reviewed over 30 statements and posts saying that, essentially, “same old story as last time, all talk, no action. Nothing is being done. What about Comey, Adam “Shifty” Schiff, Leticia???",2025-09-20,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115239012437859070,"Just toured Washington, D.C., and it is a totally different place than it was last year. No tents, manicured grass and parks, clean streets, no gangs or vicious criminals — THE PLACE IS BEAUTIFUL AND ",2025-09-20,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115239044548033727,"Pam: I have reviewed over 30 statements and posts saying that, essentially, “same old story as last time, all talk, no action. Nothing is being done. What about Comey, Adam “Shifty” Schiff, Leticia???",2025-09-20,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115250311291343080,"Earlier this month I spoke with the Highly Respected President of Uzbekistan, Shavkat Mirziyoyev. Today I want to congratulate President Mirziyoyev on signing a GREAT Deal with Boeing! Worth over $8 B",2025-09-22,BA,direct,direct: 'boeing',positive,great,,ITA,0,-0.0036,-0.0096,opposite,-0.0093,-0.0032,flat,-0.0165,-0.0077,flat,-0.0002,-0.0027,flat,0.012,-0.0252,opposite,0.0006,-0.0405,opposite
115264848871452989,"Wow!!! A just out poll has Jack Ciattarelli essentially beating close to incompetent Mike Sherrill in the race for Governor of New Jersey. Jack is tough on crime and cutting taxes, two things that peo",2025-09-25,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115265260242945334,What a great couple—Congratulations! President DJT,2025-09-25,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115270236987768479,"Whether you like Corrupt James Comey or not, and I can’t imagine too many people liking him, HE LIED! It is not a complex lie, it’s a very simple, but IMPORTANT one. There is no way he can explain his",2025-09-26,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115271135823530018,"Pregnant Women, DON'T USE TYLENOL UNLESS ABSOLUTELY NECESSARY, DON'T GIVE TYLENOL TO YOUR YOUNG CHILD FOR VIRTUALLY ANY REASON, BREAK UP THE MMR SHOT INTO THREE TOTALLY SEPARATE SHOTS (NOT MIXED!), TA",2025-09-26,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115271189838263038,"Flying over Ryder Cup, now! DJT",2025-09-26,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115272665190921190,"Corrupt and Totally Trump Deranged Lisa Monaco (A purported pawn of Legal Lightweight Andrew Weissmann), was a senior National Security aide under Barrack Hussein Obama, and a Lawfare and Weaponizatio",2025-09-26,MSFT,direct,direct: 'microsoft',no_clear_stance,,,XLK,0,0.0061,0.0065,no_claim,0.0126,0.0075,no_claim,0.0161,0.0011,no_claim,0.0114,-0.0038,no_claim,-0.0011,0.0063,no_claim,0.0391,-0.027,no_claim
115272665190921190,"Corrupt and Totally Trump Deranged Lisa Monaco (A purported pawn of Legal Lightweight Andrew Weissmann), was a senior National Security aide under Barrack Hussein Obama, and a Lawfare and Weaponizatio",2025-09-26,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115272758814629814,"Corrupt and Totally Trump Deranged Lisa Monaco (A purported pawn of Legal Lightweight Andrew Weissmann), was a senior National Security aide under Barack Hussein Obama, and a Lawfare and Weaponization",2025-09-26,MSFT,direct,direct: 'microsoft',no_clear_stance,,,XLK,0,0.0061,0.0065,no_claim,0.0126,0.0075,no_claim,0.0161,0.0011,no_claim,0.0114,-0.0038,no_claim,-0.0011,0.0063,no_claim,0.0391,-0.027,no_claim
115272758814629814,"Corrupt and Totally Trump Deranged Lisa Monaco (A purported pawn of Legal Lightweight Andrew Weissmann), was a senior National Security aide under Barack Hussein Obama, and a Lawfare and Weaponization",2025-09-26,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115272791741064606,"Brendan Carr, Chairman of the Federal Communications Commission (FCC), is Smart, Tough, and a True American Patriot. He is supported by MAGA, like few others. Keep up the GREAT work, Brendan. MAKE AME",2025-09-26,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115273002921064922,"I’d like to thank Kash Patel, and the outstanding members of the FBI, for their brilliant work on the recent Indictment of the Worst FBI Director in the History of our Country, James “Dirty Cop” Comey",2025-09-26,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115279734861052153,"A really great and impactful book, just out, “ON DEMOCRACIES AND DEATH CULTS,” by New York Times Bestselling Author, Douglas Murray. Get it NOW!!! President DJT",2025-09-28,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115282009590636281,"We have a real chance for GREATNESS IN THE MIDDLE EAST. ALL ARE ON BOARD FOR SOMETHING SPECIAL, FIRST TIME EVER. WE WILL GET IT DONE!!! President DJT",2025-09-28,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115283825662825835,"Some of the highest quality 24 Karat Gold used in the Oval Office and Cabinet Room of the White House. Foreign Leaders, and everyone else, “freak out” when they see the quality and beauty. Best Oval O",2025-09-28,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115285407847623317,"Hard to watch the new NFL kickoff. It’s wrong on every level. They should end it, immediately. Bad for the game of football! President DJT",2025-09-29,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115287641147640374,"Self proclaimed New York City Communist, Zohran Mamdani, who is running for Mayor, will prove to be one of the best things to ever happen to our great Republican Party. He is going to have problems wi",2025-09-29,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115287691323395767,"Our movie making business has been stolen from the United States of America, by other Countries, just like stealing “candy from a baby.” California, with its weak and incompetent Governor, has been pa",2025-09-29,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115287723938349086,"In order to make North Carolina, which has completely lost its furniture business to China, and other Countries, GREAT again, I will be imposing substantial Tariffs on any Country that does not make i",2025-09-29,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115299125682668163,I was there to see it all. Total Scum!!! President DJT https://nypost.com/2025/09/30/us-news/fbi-surveilled-rep-scott-perry-before-seizing-his-cell-phone-as-part-of-arctic-frost-probe-into-2020-electi,2025-10-01,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115300118756896774,"As I determined on September 27th, when I activated and called into service the National Guard in Oregon, conditions continue to deteriorate into lawless mayhem. Our GREAT Federal Law Enforcement Offi",2025-10-01,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115304455138824245,"I have a meeting today with Russ Vought, he of PROJECT 2025 Fame, to determine which of the many Democrat Agencies, most of which are a political SCAM, he recommends to be cut, and whether or not thos",2025-10-02,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115304536210429622,Best thing that could happen to the Republican Party? A Communist Mayor in NYC. The Dems have gone stone cold  CRAZY!  President DJT https://www.foxbusiness.com/video/6380535163112,2025-10-02,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115307871751959358,WOW!!! Such an! honor. Record “stuff” for a Republican. President DJT,2025-10-03,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115311232842528048,I am pleased to advise that I reversed the cuts made to Homeland Security and Counterterrorism for New York City and State. It was my Honor to do so. Thank you for your attention to this matter! Presi,2025-10-03,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115318223084524890,"I hope Univision, a great and very popular Hispanic Network, can get BACK onto the very amazing Google/YouTube. It has been taken out of their package, which is VERY BAD for Republicans in the upcomin",2025-10-04,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115321994845181490,"It will be a big day with the Navy. Leaving now. The United States has the greatest military, by far, in the World. This will be a show of Naval aptitude and strength. ENJOY WATCHING! It will be broad",2025-10-05,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115332793655857227,"Great interview by highly respected Congressman Michael Baumgartner, Republican of the Great State of Washington, on Maria Bartiromo’s (Who is, by the way, also FANTASTIC!) Show. He really gets it. Th",2025-10-07,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115335985411793079,Congratulations to Matt Van Epps on his great victory in Tennessee. He will be a GREAT Congressman!!! President DJT,2025-10-08,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115344000556414178,"I would like to thank Republican Congressman Brian Mast, of Florida, for his brilliant words and analysis on the return of the Hostages, and Peace in the Middle East, this morning on Fox & Friends. Th",2025-10-09,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115347456920917051,Thank you Washington Post. Wow!!! https://www.washingtonpost.com/opinions/2025/10/09/gaza-ceasefire-deal-trump-nobel-prize/,2025-10-10,AMZN,indirect,indirect: 'washington post',positive,thank,WMT TGT COST,XLY,0,-0.0435,-0.0155,opposite,-0.0271,-0.0209,opposite,-0.0434,-0.0392,opposite,-0.0519,-0.0395,opposite,-0.0226,-0.0356,opposite,0.0805,0.0782,match
115359345947837427,"THE BIDEN FBI PLACED 274 AGENTS INTO THE CROWD ON JANUARY 6. If this is so, which it is, a lot of very good people will be owed big apologies. What a SCAM - DO SOMETHING!!! President DJT",2025-10-12,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115361806192142146,"The Ukraine Impeachment (of me!) Scam was a far bigger Illegal Hoax than Watergate. I sincerely hope the necessary authorities, including CONGRESS, are looking into this! Adam “Schiffty” Schiff was so",2025-10-12,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115362196088273474,"Don’t worry about China, it will all be fine! Highly respected President Xi just had a bad moment. He doesn’t want Depression for his country, and neither do I. The U.S.A. wants to help China, not hur",2025-10-12,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
115373569028997850,"ALL TWENTY HOSTAGES ARE BACK AND FEELING AS GOOD AS CAN BE EXPECTED. A big burden has been lifted, but the job IS NOT DONE. THE DEAD HAVE NOT BEEN RETURNED, AS PROMISED! Phase Two begins right NOW!!! ",2025-10-14,DJT,direct,direct: 'djt',no_clear_stance,,,SPY,1,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim,,,no_claim
