post_date,hour_utc,phase,weekend_flag,market_closed,intensity,scenario,n_instruments,is_targeted_action,has_action_verbs,execution_window,summary,macro_link,label_eod,hit_30m,hit_1h,hit_1mo,split
2025-08-04,14.83,regular,0,0,9,Geopolitics / Trade,3,1,0,Regular_Hours,US to raise tariffs on India due to Russian oil purchases,Trade war escalation,0,1,1,0,train
2025-08-07,3.73,premarket,0,1,9,Trade War,4,0,0,Noise_Zone,US imposes reciprocal tariffs on other countries,Tariffs impact trade balances and inflation,1,1,1,0,train
2025-08-07,11.58,premarket,0,1,8,Trade War,3,0,0,Noise_Zone,Tariffs flowing into USA at high levels,"Trade war impacts imports, inflation",1,1,1,0,train
2025-08-07,22.72,afterhours,0,1,9,Geopolitics / Peace,4,1,1,Noise_Zone,Trump hosts peace summit with Azerbaijan and Armenia,Reduced conflict increases economic opportunities,0,0,1,1,train
2025-08-08,20.23,afterhours,0,1,8,Geopolitics / Peace,2,1,1,Monday_Open_Shock,President aims to bring peace and stability worldwide,Reduced conflict lowers defense spending,0,0,0,1,train
2025-08-08,23.65,afterhours,0,1,8,Trade Policy,3,0,0,Monday_Open_Shock,Tariffs collected $152 billion,Tariff revenue impacts trade balance,1,1,1,0,train
2025-08-10,15.05,weekend,1,1,8,Law and Order,4,0,1,Monday_Open_Shock,President vows to make capital safer,"Urban renewal, law enforcement",0,1,1,0,train
2025-08-11,12.13,premarket,0,1,8,Trade War,3,0,0,Monday_Open_Shock,Tariffs make US strong,Trade barriers impact imports,1,1,0,1,train
2025-08-12,0.0,premarket,0,1,9,Trade Policy,3,1,1,Noise_Zone,Trump extends China tariff suspension,Tariff relief boosts trade,0,1,1,0,train
2025-08-14,11.03,premarket,0,1,6,Geopolitics / Scandal,2,1,0,Noise_Zone,FBI media mole shaped Russia narrative,Election interference concerns,0,0,0,0,train
2025-08-14,18.47,regular,0,0,6,Social Security,2,0,0,Regular_Hours,60M US seniors rely on Social Security,Social Security impacts consumer spending,0,0,1,0,train
2025-08-17,13.18,weekend,1,1,6,Geopolitics / Peace,2,1,0,Monday_Open_Shock,Author claims to have stopped 6 wars,Reduced conflict can boost markets,-1,1,1,1,train
2025-08-18,1.17,premarket,0,1,6,Geopolitics / Peace,2,1,0,Monday_Open_Shock,War with Russia can end now,Diplomacy affects defense spending,0,,,0,train
2025-08-18,13.73,regular,0,0,6,Geopolitics / Peace,2,1,0,Regular_Hours,Russia surrendering to US and Ukraine would be spun as bad for Trump,Geopolitical tensions easing could impact defense sector,0,,,0,train
2025-08-19,13.4,premarket,0,1,8,Fiscal Policy,3,0,0,Noise_Zone,US keeps high S&P credit rating,Tariffs offset tax cuts,1,1,1,1,train
2025-08-19,20.07,afterhours,0,1,8,US Politics,3,0,0,Noise_Zone,Candidate endorsed for Texas Senate,Pro-business policies may boost economy,1,1,1,1,train
2025-08-19,20.08,afterhours,0,1,8,Elections / Politics,4,0,0,Noise_Zone,Congresswoman endorsed for re-election,Pro-business policies may boost economy,1,1,1,1,train
2025-08-19,20.1,afterhours,0,1,8,Domestic Politics,3,0,0,Noise_Zone,Congressman Ron Estes endorsed for re-election,Pro-business policies may boost economy,1,1,1,1,train
2025-08-20,14.45,regular,0,0,8,Geopolitics / Peace,2,0,0,Regular_Hours,Trump can bring peace between Russia and Ukraine,Reduced conflict lowers defense spending,0,0,0,0,train
2025-08-21,13.58,regular,0,0,8,Geopolitics / War,3,1,0,Regular_Hours,Ukraine can't win without attacking Russia,War impacts global trade and security,0,1,1,0,train
2025-08-22,20.32,afterhours,0,1,8,Trade Policy,3,0,1,Monday_Open_Shock,US to tariff furniture imports,Protectionism boosts domestic industry,0,1,0,0,train
2025-08-26,0.52,premarket,0,1,9,Trade War,4,1,1,Noise_Zone,US will impose tariffs on countries with digital taxes,Trade tensions affect global trade and tech stocks,0,0,0,0,train
2025-09-01,1.7,premarket,0,1,8,Trade Policy,3,1,1,Monday_Open_Shock,Tariffs brought $15T investment to USA,Tariff removal hurts investment,0,,,0,train
2025-09-05,10.23,premarket,0,1,8,Geopolitics / Trade,3,1,0,Noise_Zone,US lost India and Russia to China,Trade alliances shift,0,1,0,1,train
2025-09-06,23.67,weekend,1,1,8,Geopolitics / War,2,0,0,Monday_Open_Shock,Department of War mentioned,War affects defense stocks,0,0,0,1,train
2025-09-09,20.33,afterhours,0,1,8,Geopolitics / Peace,3,1,1,Noise_Zone,Trump condemns Israel's attack on Hamas in Qatar,Conflict escalation affects oil prices and defense sector,1,1,0,0,train
2025-09-10,15.15,regular,0,0,8,Geopolitics / Conflict,3,1,0,Regular_Hours,Russia violating Poland's airspace,Escalation fears,0,0,1,1,train
2025-09-15,0.63,premarket,0,1,8,Immigration / Law Enforcement,4,1,0,Monday_Open_Shock,Promises to crack down on illegal immigrant crime,Tighter border control may reduce labor supply,0,1,1,0,train
2025-09-15,12.25,premarket,0,1,8,Geopolitics / Trade,4,1,0,Monday_Open_Shock,US and China had a successful trade meeting,Improved trade relations boost markets,1,1,0,1,train
2025-09-19,23.47,afterhours,0,1,9,Geopolitics / Conflict,3,0,1,Monday_Open_Shock,US strikes vessel tied to terror group,Increased military action,1,1,1,1,train
2025-09-25,22.85,afterhours,0,1,9,Trade War,4,0,1,Noise_Zone,25% tariff on foreign heavy trucks,protects US truck makers,0,0,1,0,train
2025-09-26,21.23,afterhours,0,1,8,Geopolitics / National Security,2,1,1,Monday_Open_Shock,Trump criticizes Microsoft's hire of Lisa Monaco,National security concerns may impact Microsoft's government contracts,-1,0,0,0,train
2025-09-27,14.32,weekend,1,1,8,Geopolitics / Unrest,3,0,1,Monday_Open_Shock,President directs troops to protect Portland and ICE facilities,Increased domestic unrest and military involvement,0,1,1,0,train
2025-09-30,20.48,afterhours,0,1,8,Healthcare Policy,2,0,0,Noise_Zone,Trump announces deal for lower drug prices,Lower drug prices reduce healthcare costs,0,0,0,1,train
2025-10-03,14.15,regular,0,0,10,Geopolitics / Peace,4,1,1,Regular_Hours,Trump announces potential peace deal in Middle East,"Reduced conflict lowers oil prices, boosts stocks",0,0,0,0,train
2025-10-03,22.3,afterhours,0,1,6,Geopolitics / Peace,2,0,1,Monday_Open_Shock,President to host Navy celebration,Increased military spending and morale,1,1,1,1,train
2025-10-04,20.03,weekend,1,1,8,Geopolitics / Peace,4,1,1,Monday_Open_Shock,"Israel agrees to withdrawal line, ceasefire to start when Hamas confirms","Reduced conflict lowers oil prices, boosts risk appetite",0,0,0,0,train
2025-10-06,11.93,premarket,0,1,8,Trade Policy,3,0,0,Monday_Open_Shock,Tariffs are making the US an economic power,Tariffs impact trade balances and inflation,0,1,1,0,train
2025-10-08,14.95,regular,0,0,8,Geopolitics / Peace,3,0,0,Regular_Hours,Congressman endorsed for re-election,Strong military and energy dominance,0,1,1,0,train
2025-10-09,11.72,premarket,0,1,6,Geopolitics / Peace,2,0,0,Noise_Zone,Ambassador Mike Huckabee brought peace to Middle East,Peace reduces conflict-related costs,0,0,0,0,train
2025-10-10,14.95,regular,0,0,9,Geopolitics / Trade War,4,1,1,Regular_Hours,"China imposes export controls, US may retaliate",Trade war escalation affects global markets,0,1,1,0,train
2025-10-12,15.07,weekend,1,1,8,Geopolitics / Domestic Politics,2,1,0,Monday_Open_Shock,Trump calls Ukraine impeachment a hoax,Political instability affects market sentiment,0,0,1,0,train
2025-10-14,5.58,premarket,0,1,8,Geopolitics / Peace,3,1,0,Noise_Zone,Leader wants Middle East peace,Regional stability boosts trade,-1,1,1,1,train
2025-10-14,23.43,afterhours,0,1,8,US Politics,3,0,0,Noise_Zone,Congressman endorsed for re-election,Economic policy impact,1,1,1,0,train
2025-10-14,23.45,afterhours,0,1,8,Domestic Politics,3,0,0,Noise_Zone,Congressman endorsed for re-election,Pro-business policies,1,1,1,0,train
2025-10-14,23.45,afterhours,0,1,8,Election / Endorsement,3,0,0,Noise_Zone,Congresswoman endorsed for re-election,Pro-business policies may boost economy,1,1,1,0,train
2025-10-14,23.47,afterhours,0,1,8,Election,3,0,0,Noise_Zone, Politician endorses Congressman John Moolenaar,Pro-business policies,1,1,1,0,train
2025-10-17,3.98,premarket,0,1,8,US Politics,2,1,0,Noise_Zone,President claims Blue Slip rule is unfair,Judicial appointments impact policy,0,1,0,0,train
2025-10-22,16.7,regular,0,0,8,Trade Policy,3,1,0,Regular_Hours,Tariffs helped cattle ranchers,Trade barriers impact agriculture,-1,0,0,1,train
2025-10-24,2.65,premarket,0,1,9,Geopolitics / Trade,4,1,1,Noise_Zone,US terminates trade talks with Canada,Trade tensions impact economy,1,1,1,0,train
2025-10-24,11.33,premarket,0,1,8,Trade War,4,1,0,Noise_Zone,"Canada cheated on tariffs, charging US farmers 400%","Trade tensions rise, affecting US-Canada trade",0,1,1,0,train
2025-10-24,23.3,afterhours,0,1,8,Domestic Politics,2,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Economic policy impact,0,0,1,0,train
2025-10-25,4.87,weekend,1,1,8,Domestic Politics,3,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Pro-business policies may boost economy,0,0,0,1,train
2025-10-25,4.87,weekend,1,1,8,Geopolitics / Peace,2,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Strong military and border security,0,0,0,1,train
2025-10-25,4.88,weekend,1,1,8,Election / Endorsement,4,0,0,Monday_Open_Shock,Trump endorses Congressman Brian Babin,Pro-business policies may boost economy,0,1,0,0,train
2025-10-25,12.72,weekend,1,1,8,Geopolitics / Peace,3,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Pro-military and security stance,0,0,0,1,train
2025-10-25,12.73,weekend,1,1,8,Elections / Politics,3,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Pro-business policies may boost economy,0,0,0,1,train
2025-10-25,12.75,weekend,1,1,8,Geopolitics / Peace,3,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Strong military and secure border,0,0,0,1,train
2025-10-25,12.77,weekend,1,1,8,Election / Politics,3,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Pro-business policies may boost economy,0,0,0,1,train
2025-10-25,12.78,weekend,1,1,8,Domestic Politics,3,0,0,Monday_Open_Shock,Congresswoman endorsed for re-election,Pro-business policies may boost economy,0,1,0,1,train
2025-10-25,15.7,weekend,1,1,8,Domestic Politics,3,0,0,Monday_Open_Shock,Congressman endorsed for re-election,"Policy impact on taxes, energy, and agriculture",0,0,0,1,train
2025-10-25,19.9,weekend,1,1,8,Geopolitics / Peace,3,0,0,Monday_Open_Shock,Middle East peace is strong and may be lasting,Reduced conflict lowers oil prices and boosts growth,-1,1,0,1,train
2025-10-27,1.6,premarket,0,1,8,Geopolitics / Peace,2,1,1,Monday_Open_Shock,Signed peace treaty between Thailand and Cambodia,Reduced conflict boosts regional trade,1,1,0,0,train
2025-10-29,21.32,afterhours,0,1,9,Geopolitics / Trade,4,1,0,Noise_Zone,"South Korea to pay $350B, buy US oil and gas",Trade deal boosts US economy,1,0,1,0,train
2025-10-29,22.05,afterhours,0,1,8,Geopolitics / Defense,2,1,0,Noise_Zone,South Korea to build nuclear submarine in US,Increased US shipbuilding,1,,,0,train
2025-10-30,16.68,regular,0,0,8,Geopolitics / Trade,3,0,0,Regular_Hours,President Trump announces billion-dollar deals from Asia trip,Increased trade and investment boost economic growth,0,0,0,0,train
2025-11-01,20.18,weekend,1,1,8,Geopolitics / Peace,3,1,0,Monday_Open_Shock,Leader had positive meeting with China's President,Improved US-China relations boost trade,0,,,1,train
2025-11-02,23.9,weekend,1,1,9,Trade Policy,4,1,0,Monday_Open_Shock,President claims tariffs are crucial for national security and wealth,Tariff policy affects trade balances and economic growth,0,,,0,train
2025-11-03,0.72,premarket,0,1,8,US Politics,3,0,0,Monday_Open_Shock,Trump endorses Sarah Huckabee Sanders for Arkansas governor,Election outcome may impact state policies,1,,,1,train
2025-11-03,2.17,premarket,0,1,8,Domestic Policy,4,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Pro-business policies may boost economy,0,,,1,train
2025-11-03,2.18,premarket,0,1,8,Election,3,0,0,Monday_Open_Shock,Congresswoman endorsed for re-election,pro-business policies,1,,,1,train
2025-11-03,2.22,premarket,0,1,8,Domestic Politics,3,0,0,Monday_Open_Shock,Congressman Hal Rogers endorsed for re-election,Pro-business policies may boost economy,1,,,1,train
2025-11-03,2.35,premarket,0,1,8,Geopolitics / Peace,3,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Economic growth and security,1,,,1,train
2025-11-03,2.43,premarket,0,1,8,Geopolitics / Peace,3,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Strong military and secure border,1,,,1,train
2025-11-03,2.6,premarket,0,1,8,Elections / Policy,3,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Pro-business policies may boost economy,1,,,1,train
2025-11-03,2.6,premarket,0,1,8,Domestic Policy,3,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Pro-business policies may boost economy,1,,,1,train
2025-11-03,2.83,premarket,0,1,8,Domestic Politics,3,0,0,Monday_Open_Shock,Congressman endorsed for patriotic work,Pro-business policies may boost economy,1,,,1,train
2025-11-03,2.85,premarket,0,1,8,Election / Endorsement,3,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Pro-business policies may boost economy,1,,,1,train
2025-11-03,2.85,premarket,0,1,8,Domestic Politics,3,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Economic policy impact,1,,,1,train
2025-11-03,3.22,premarket,0,1,8,Domestic Politics,3,0,0,Monday_Open_Shock,Congressman Bob Latta endorsed for re-election,Pro-business policies may boost economy,1,,,1,train
2025-11-03,3.28,premarket,0,1,8,Geopolitics / Peace,2,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Strong defense and energy policies,1,,,1,train
2025-11-03,3.35,premarket,0,1,8,Domestic Politics,4,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Fiscal policy and energy dominance,0,,,1,train
2025-11-03,19.43,regular,0,0,8,Domestic Politics,3,0,0,Regular_Hours,Congressman endorsed for re-election,Pro-business policies may boost economy,1,,,1,train
2025-11-03,19.47,regular,0,0,8,Election / Endorsement,4,0,0,Regular_Hours,Congressman endorsed for re-election,Pro-business policies may boost economy,0,,,0,train
2025-11-03,19.47,regular,0,0,8,Domestic Politics,3,0,0,Regular_Hours,Congressman endorsed for re-election,Economic growth and tax cuts,1,,,1,train
2025-11-03,19.48,regular,0,0,8,Elections / Politics,3,0,0,Regular_Hours,Congressman endorsed for re-election,Pro-business policies may boost economy,1,,,1,train
2025-11-03,19.5,regular,0,0,8,US Politics / Election,3,0,0,Regular_Hours,Congresswoman endorsed for re-election,"Pro-business, pro-energy policies",1,,,1,train
2025-11-03,19.5,regular,0,0,8,Domestic Politics,3,0,0,Regular_Hours,Congressman Tom Emmer endorsed for re-election,"Pro-business, low-regulation agenda",1,,,1,train
2025-11-03,19.62,regular,0,0,8,Domestic Policy / Economy,3,0,0,Regular_Hours,Congressman endorsed for re-election,Pro-business policies may boost economy,1,,,1,train
2025-11-03,19.63,regular,0,0,8,Domestic Politics,3,0,0,Regular_Hours,Congressman endorsed for re-election,Pro-business policies may boost economy,1,,,1,train
2025-11-03,19.63,regular,0,0,8,Geopolitics / Peace,2,0,0,Regular_Hours,Congressman endorsed for his America First policies,Strong military and energy dominance could impact defense and energy sectors,1,,,1,train
2025-11-03,19.87,regular,0,0,8,Elections / Politics,3,0,0,Regular_Hours,Congressman DesJarlais endorsed for re-election,Pro-business policies may boost economy,1,,,1,train
2025-11-03,19.92,regular,0,0,8,Election / Endorsement,3,0,0,Regular_Hours,Congressman Mark Amodei endorsed for re-election,Pro-business policies may boost economy,1,,,1,train
2025-11-03,19.92,regular,0,0,8,Geopolitics / Peace,2,0,0,Regular_Hours,Congressman endorsed for re-election,Energy dominance and low prices,1,,,1,train
2025-11-03,19.95,regular,0,0,8,Geopolitics / Peace,2,0,0,Regular_Hours,Congressman Joe Wilson endorsed for re-election,Strong military and border security,0,,,0,train
2025-11-03,20.5,afterhours,0,1,8,Domestic Politics,3,0,0,Noise_Zone,Congressman endorsed for re-election,"Economic growth, tax cuts, energy dominance",1,,,1,train
2025-11-03,23.83,afterhours,0,1,8,US Politics,3,0,0,Noise_Zone,Trump endorses Mark Lamb for Congress,Election outcome may impact policy,1,,,1,train
2025-11-04,18.47,regular,0,0,8,Geopolitics / Peace,2,0,0,Regular_Hours,Congressman endorsed for re-election,Military strength and secure borders impact defense sector,0,0,0,0,train
2025-11-05,21.95,afterhours,0,1,8,Geopolitics / Conflict,3,0,0,Noise_Zone,US to test nuclear weapons,Escalation fears,1,,,0,train
2025-11-07,2.43,premarket,0,1,9,Geopolitics / Trade,4,0,1,Noise_Zone,US and Uzbekistan make $100B trade deal,Increased exports boost US economy,1,,,0,train
2025-11-07,23.82,afterhours,0,1,8,Geopolitics / Trade,4,1,0,Monday_Open_Shock,Trump claims success in meeting with China's President Xi,Improved US-China trade relations,0,,,1,train
2025-11-09,12.42,weekend,1,1,8,Trade Policy,4,0,0,Monday_Open_Shock,"Tariffs are good, US is richest country",Tariffs boost US wealth,0,,,0,train
2025-11-09,15.25,weekend,1,1,8,Healthcare Policy,1,0,0,Monday_Open_Shock,Democrats accused of helping insurance industry,Healthcare policy affects insurance stocks,0,,,0,train
2025-11-10,19.92,regular,0,0,8,Trade War,3,0,0,Regular_Hours,US would owe $2 trillion if tariffs are removed,Tariff revenue loss impacts US trade balance,0,1,1,0,val
2025-11-11,5.62,premarket,0,1,8,Trade Policy,4,0,0,Noise_Zone,US tariff decision could lead to $3 trillion loss,Trade war escalation,-1,,,0,val
2025-11-14,15.58,regular,0,0,8,Geopolitics / US Politics,2,1,0,Regular_Hours,President asks DOJ to investigate Epstein's ties to Democrats,Investigation outcome may impact market sentiment on US policy stability,1,0,0,0,val
2025-11-17,2.57,premarket,0,1,8,US Politics / Local Election,2,0,0,Monday_Open_Shock,Endorsing Emilio Gonzales for Miami mayor,"Pro-business, low-tax policies may boost local economy",0,,,1,val
2025-11-18,22.6,afterhours,0,1,8,Regulation,2,1,0,Noise_Zone,US AI growth threatened by overregulation,Regulatory clarity boosts investment,1,0,0,0,val
2025-11-19,19.27,regular,0,0,8,Geopolitics / Peace,2,1,0,Regular_Hours,"Author condemns Sudan atrocities, vows US help","Humanitarian aid, regional stability",0,1,1,1,val
2025-11-23,1.97,weekend,1,1,8,Geopolitics / Trade,4,1,0,Monday_Open_Shock,President claims tariffs stopped wars and boosted economy,Tariffs impact trade balances and inflation,0,,,1,val
2025-11-23,22.92,weekend,1,1,8,US Politics,3,0,1,Monday_Open_Shock,Republican Party is united and strong,Election outcome affects policy,1,,,1,val
2025-11-24,10.63,premarket,0,1,9,Trade Policy,5,1,0,Monday_Open_Shock,Tariffs will increase US revenue,Tariff revenue boosts US trade balance,1,,,1,val
2025-11-25,22.83,afterhours,0,1,8,US Politics,3,0,0,Noise_Zone,Governor Jim Pillen endorsed for re-election,"Pro-business, tax cut policies may boost economy",1,,,0,val
2025-11-29,12.37,weekend,1,1,8,Trade Policy,4,0,0,Monday_Open_Shock,Tariffs made US rich and strong,Trade barriers impact economy,0,,,1,val
2025-12-01,15.92,regular,0,0,8,Geopolitics / Peace,4,1,1,Regular_Hours,US supports Syria's progress and peace with Israel,Reduced tensions boost regional stability,0,0,1,0,val
2025-12-03,15.48,regular,0,0,8,Domestic Politics,2,0,1,Regular_Hours,Trump announces pardon for Congressman Henry Cuellar,Political instability affects market sentiment,0,0,0,0,val
2025-12-04,17.0,regular,0,0,8,Domestic Politics,3,0,0,Regular_Hours,Congressman endorsed for re-election,Pro-business policies may boost economy,0,1,1,1,val
2025-12-04,23.73,afterhours,0,1,6,Law and Order,3,0,0,Noise_Zone,US Attorney Jay Clayton fights gangs,Reduced crime boosts local economy,1,,,1,val
2025-12-06,16.15,weekend,1,1,6,Geopolitics / Peace,2,0,0,Monday_Open_Shock,Trump honored by FIFA,Global stability boosts trade,0,,,1,val
2025-12-07,19.83,weekend,1,1,8,Trade Policy,4,0,0,Monday_Open_Shock,Trump supports strong tariffs for national security,Tariffs impact trade balances and inflation,1,,,0,val
2025-12-08,21.48,afterhours,0,1,9,Geopolitics / Trade,3,1,0,Noise_Zone,US to allow NVIDIA to ship H200 products to China,Eased trade restrictions boost US tech sector,0,0,0,1,val
2025-12-09,7.75,premarket,0,1,8,Geopolitics / Trade,3,0,0,Noise_Zone,Tariffs enhanced national security,Trade policy impacts economy,1,,,1,val
2025-12-11,18.62,regular,0,0,8,Economic Policy,3,0,0,Regular_Hours,President claims credit for improving economy,Economic growth and low inflation boost markets,0,0,1,1,val
2025-12-13,15.8,weekend,1,1,8,Trade Policy,3,0,0,Monday_Open_Shock,"Laffer praises Trump, says tariffs work",Tariff success could boost trade policy,0,,,1,val
2025-12-18,20.95,afterhours,0,1,8,US Politics / Election,4,0,0,Noise_Zone,Paul LePage endorsed for Congress,"Pro-business, America First policies",1,,,1,val
2025-12-18,21.88,afterhours,0,1,8,US Politics,4,0,0,Noise_Zone,Endorsing Eric Flores for Congress,"Pro-business, pro-military policies",1,,,1,val
2025-12-19,4.5,premarket,0,1,8,Economic Policy,3,0,0,Noise_Zone,Trump achieves economic goals,Fiscal stimulus boosts growth,1,,,1,val
2025-12-20,21.65,weekend,1,1,8,US Politics,4,0,0,Monday_Open_Shock,Nassau County Executive Bruce Blakeman runs for NY Governor,"Tax cuts, deregulation, and energy dominance could boost economy",1,,,1,val
2025-12-23,15.18,regular,0,0,9,Economic Growth,4,0,0,Regular_Hours,Q3 GDP exceeded expectations at 4.3%,Strong GDP growth boosts market sentiment,0,1,0,1,val
2025-12-25,0.03,premarket,0,1,8,Geopolitics / Economy,4,1,0,Noise_Zone,President DJT claims success in economy and national security,Strong economy and national security can boost market confidence,0,,,1,val
2025-12-26,12.63,premarket,0,1,8,Geopolitics / Security,2,0,0,Noise_Zone,Ex-official warns of fentanyl aerosolization threat,Increased security concerns,1,,,1,val
2025-12-28,14.6,weekend,1,1,8,Geopolitics / Peace,2,1,1,Monday_Open_Shock,Thailand and Cambodia to stop fighting,Reduced conflict lowers defense spending,-1,,,0,val
2025-12-30,21.8,afterhours,0,1,6,Politics / Judiciary,1,0,0,Noise_Zone,Judges challenge Trump policies,Policy uncertainty,1,,,1,val
2025-12-31,18.7,regular,0,0,6,Geopolitics / Peace,2,1,0,Regular_Hours,Russia is blocking peace,Conflict affects global markets,1,0,1,1,val
2026-01-02,14.37,regular,0,0,8,Trade War,4,0,0,Regular_Hours,Tariffs benefit the US,Trade policy affects markets,1,,,1,val
2026-01-05,22.13,afterhours,0,1,8,US Politics,2,1,1,Noise_Zone,Endorsing Captain Ed Gallrein for Congress,Election outcome may impact policy,1,,,1,val
2026-01-06,21.52,afterhours,0,1,8,Geopolitics / Peace,2,0,0,Noise_Zone,Endorsement of Amanda McKinney for Congress,Pro-military and energy dominance stance,0,,,1,val
2026-01-07,14.75,regular,0,0,8,Geopolitics / Peace,2,1,1,Regular_Hours,"NATO relied on US, now pays 5% GDP",Strong US military deters rivals,0,1,1,1,val
2026-01-07,22.07,afterhours,0,1,9,Geopolitics / Trade,3,1,0,Noise_Zone,Venezuela to buy only US-made products,Increased US exports,1,,,1,val
2026-01-08,21.42,afterhours,0,1,9,Economic Policy,4,1,0,Noise_Zone,President claims to fix housing market,Government intervention in mortgage market,1,1,1,1,val
2026-01-09,9.32,premarket,0,1,8,Geopolitics / Peace,3,1,0,Noise_Zone,"Venezuela releases prisoners, US and Venezuela cooperate on oil infrastructure",Improved relations and investment boost economic growth,0,0,1,0,val
2026-01-09,22.0,afterhours,0,1,8,Economic Policy,3,1,0,Monday_Open_Shock,US economy is strong due to tariffs,Tariffs boosted national security and GDP,1,,,1,val
2026-01-11,12.45,weekend,1,1,9,Geopolitics / Sanctions,4,1,0,Monday_Open_Shock,US to cut Cuba's oil and money from Venezuela,Trade and sanctions impact economies,1,1,0,1,val
2026-01-13,13.63,regular,0,0,8,Immigration / Law Enforcement,4,0,0,Regular_Hours,ICE wants to remove criminals from Minnesota,Immigration policy affects labor market and economy,1,,,1,val
2026-01-14,11.65,premarket,0,1,9,Geopolitics / Expansion,3,1,0,Noise_Zone,US needs Greenland for national security,Territorial control impacts global power balance,1,,,1,val
2026-01-15,23.4,afterhours,0,1,6,Geopolitics / Peace,2,0,1,Noise_Zone,Trump forms a Board of Peace,Peace efforts can reduce defense spending,0,,,1,val
2026-01-16,17.67,regular,0,0,8,Geopolitics / Peace,2,1,0,Regular_Hours,Iran cancels over 800 hangings,Reduced conflict risk,-1,1,1,1,val
2026-01-19,2.0,premarket,0,1,6,Geopolitics / Regime Change,2,1,0,Monday_Open_Shock,"Trump may visit free Iran, Havana, Caracas","Regime change affects oil, trade",0,,,1,val
2026-01-19,22.07,afterhours,0,1,6,Domestic Politics,2,1,0,Noise_Zone,Complaint about media focus and border policy,Immigration policy affects labor market,1,,,1,val
2026-01-22,17.02,regular,0,0,8,Domestic Politics,3,0,0,Regular_Hours,President claims fake polls undermine his achievements,Election uncertainty affects market sentiment,1,1,1,1,val
2026-01-23,0.55,premarket,0,1,8,US Politics,4,0,0,Noise_Zone,Trump endorses John Wahl for Alabama Lieutenant Governor,"pro-business, anti-regulation policies",0,,,1,val
2026-01-23,6.38,premarket,0,1,8,Geopolitics / Peace,2,1,0,Noise_Zone,Trump launches Board of Peace at Davos,Reduced conflict risk,0,,,0,val
2026-01-23,20.28,afterhours,0,1,6,Geopolitics / Trade,3,1,0,Monday_Open_Shock,"Canada opposes Golden Dome, favors China trade","Trade tensions, protectionism",1,1,0,0,val
2026-01-23,22.82,afterhours,0,1,8,Domestic Policy,4,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Fiscal policy and regulation changes,0,,,1,val
2026-01-23,22.85,afterhours,0,1,8,Geopolitics / Peace,2,0,0,Monday_Open_Shock,Congresswoman endorsed for re-election,Pro-military and energy dominance stance,0,,,1,val
2026-01-23,22.87,afterhours,0,1,8,Election / Endorsement,3,0,0,Monday_Open_Shock, Politician endorses Congressman Jim Baird,Pro-business policies may boost economy,0,,,1,val
2026-01-23,22.98,afterhours,0,1,8,Domestic Politics,3,0,0,Monday_Open_Shock,Congressman endorsed for re-election,Pro-business agenda may boost economy,1,,,1,val
2026-01-23,23.32,afterhours,0,1,8,Trade Policy,2,1,0,Monday_Open_Shock,GM moves SUV production from China to US,Reduced reliance on China boosts US economy,1,,,1,val
2026-01-24,13.95,weekend,1,1,9,Trade War,3,1,1,Monday_Open_Shock,Canada warned against trade deal with China,Tariffs on Canadian goods,1,,,1,val
2026-01-25,17.6,weekend,1,1,8,Geopolitics / Trade,4,1,0,Monday_Open_Shock,Canada's China deal is a disaster,Trade deals impact economies,1,,,1,val
2026-01-28,0.68,premarket,0,1,8,US Politics,3,0,0,Noise_Zone,Endorsing Joe Mitchell for Iowa's 2nd Congressional District,"Pro-business, tax cut policies may boost economy",1,,,1,val
2026-01-28,0.97,premarket,0,1,8,US Politics,4,0,0,Noise_Zone,Trump endorses Michael Alfonso for Congress,Economic policies may shift,1,,,1,val
2026-01-28,12.2,premarket,0,1,9,Geopolitics / War,4,1,0,Noise_Zone,"US armada heads to Iran, demanding no nuclear deal",Conflict escalation affects oil prices and defense stocks,1,1,1,1,val
2026-01-29,23.48,afterhours,0,1,9,Trade War,2,1,1,Noise_Zone,US decertifies Canadian aircraft over Gulfstream dispute,"Trade tensions escalate, affecting aerospace sector",0,,,0,val
2026-01-31,20.92,weekend,1,1,9,Geopolitics / Domestic Security,2,0,1,Monday_Open_Shock,President Trump vows to protect federal property from riots,Increased federal involvement in domestic law enforcement,0,,,1,val
2026-02-02,14.42,regular,0,0,8,Geopolitics / Energy,2,1,0,Regular_Hours,"Trump welcomes China, India investment in Venezuela oil",Increased investment could boost oil production,0,,,0,val
